session_id,start_time,end_time,ip_address,country,language,messages_sent,sentiment,escalated,forwarded_hr,full_transcript,avg_response_time,tokens,tokens_eur,category,initial_msg,user_rating
session_394,2025-04-04 18:57:55,2025-04-04 19:06:55,37.77.184.22,Netherlands,Dutch,8,Positive,Yes,No,https://chatbotlogs.com/session_144,1.7,352,0.106,HR,Is coffee better than tea?,
session_395,2025-04-04 19:32:57,2025-04-04 19:42:57,145.75.32.1,Netherlands,Dutch,7,Positive,Yes,No,https://chatbotlogs.com/session_24,2.77,434,0.13,Personal,How do I become a millionaire overnight?,
session_396,2025-04-04 21:12:30,2025-04-04 21:21:30,145.75.32.1,Netherlands,Dutch,6,Negative,Yes,No,https://chatbotlogs.com/session_215,2.47,468,0.14,Scheduling,What happens if I never log off?,5.0
session_397,2025-04-05 02:04:08,2025-04-05 02:05:08,37.77.184.22,Netherlands,Polish,2,Positive,No,No,https://chatbotlogs.com/session_159,1.99,84,0.025,HR,Can I request more hours?,1.0
session_398,2025-04-05 09:23:39,2025-04-05 09:32:39,37.77.184.22,Netherlands,Dutch,6,Positive,Yes,No,https://chatbotlogs.com/session_293,2.56,366,0.11,IT Support,Is coffee better than tea?,
session_399,2025-04-05 14:21:24,2025-04-05 14:31:24,82.217.56.10,Netherlands,Polish,11,Negative,No,No,https://chatbotlogs.com/session_160,3.39,616,0.185,Scheduling,How do I contact HR?,
session_400,2025-04-05 16:18:48,2025-04-05 16:27:48,145.75.32.1,Netherlands,Polish,7,Positive,Yes,No,https://chatbotlogs.com/session_184,1.8,455,0.136,IT Support,Can I work from the moon?,5.0
session_401,2025-04-06 05:47:27,2025-04-06 05:48:27,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_114,3.11,120,0.036,Scheduling,How do I get infinite vacation days?,5.0
session_402,2025-04-06 07:02:25,2025-04-06 07:12:25,82.217.56.10,Netherlands,Dutch,11,Negative,Yes,Yes,https://chatbotlogs.com/session_259,3.19,792,0.238,IT Support,How do I report discrimination in the workplace?,
session_403,2025-04-06 07:15:25,2025-04-06 07:24:25,145.75.32.1,Netherlands,Dutch,9,Neutral,Yes,No,https://chatbotlogs.com/session_136,1.79,621,0.186,Scheduling,Can I bring my pet to work?,
session_404,2025-04-06 09:31:03,2025-04-06 09:40:03,37.77.184.22,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_3,1.62,432,0.13,Scheduling,How do I contact HR?,1.0
session_405,2025-04-06 13:13:09,2025-04-06 13:23:09,145.75.32.1,Netherlands,Turkish,11,Negative,Yes,Yes,https://chatbotlogs.com/session_200,3.03,528,0.158,Scheduling,How do I report discrimination in the workplace?,
session_406,2025-04-06 13:28:31,2025-04-06 13:29:31,82.217.56.10,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_94,2.17,66,0.02,HR,When do I get paid?,1.0
session_407,2025-04-06 16:33:08,2025-04-06 16:42:08,145.75.32.1,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_110,2.7,450,0.135,Scheduling,How do I swap shifts?,4.0
session_408,2025-04-06 17:58:16,2025-04-06 18:07:16,37.77.184.22,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_3,1.62,568,0.17,Personal,How do I contact HR?,1.0
session_409,2025-04-06 18:16:30,2025-04-06 18:26:30,145.75.32.1,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_110,2.7,357,0.107,Scheduling,How do I swap shifts?,4.0
session_410,2025-04-06 19:42:11,2025-04-06 19:43:11,82.217.56.10,Netherlands,Dutch,2,Negative,Yes,Yes,https://chatbotlogs.com/session_119,2.98,112,0.034,IT Support,How do I dispute an incorrect payroll deduction?,
session_411,2025-04-06 21:03:23,2025-04-06 21:13:23,37.77.184.22,Netherlands,Dutch,8,Neutral,No,No,https://chatbotlogs.com/session_81,1.72,336,0.101,Personal,Where can I update my address?,
session_412,2025-04-07 03:05:43,2025-04-07 03:14:43,82.217.56.10,Netherlands,Dutch,11,Negative,No,No,https://chatbotlogs.com/session_226,1.93,770,0.231,IT Support,How do I swap shifts?,5.0
session_413,2025-04-07 05:50:43,2025-04-07 05:59:43,82.217.56.10,Netherlands,Dutch,6,Negative,Yes,Yes,https://chatbotlogs.com/session_119,2.98,246,0.074,IT Support,How do I dispute an incorrect payroll deduction?,
session_414,2025-04-07 06:15:10,2025-04-07 06:24:10,82.217.56.10,Netherlands,Dutch,10,Positive,Yes,Yes,https://chatbotlogs.com/session_64,2.61,590,0.177,Personal,How do I report discrimination in the workplace?,1.0
session_415,2025-04-07 07:51:24,2025-04-07 07:52:24,192.168.1.1,Netherlands,English,2,Positive,Yes,No,https://chatbotlogs.com/session_221,2.81,154,0.046,HR,How do I become a millionaire overnight?,
session_416,2025-04-07 11:23:44,2025-04-07 11:32:44,37.77.184.22,Netherlands,Moroccan Arabic,5,Positive,Yes,Yes,https://chatbotlogs.com/session_37,1.68,280,0.084,General,How do I report discrimination in the workplace?,2.0
session_417,2025-04-07 13:31:28,2025-04-07 13:40:28,82.217.56.10,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_151,1.79,364,0.109,Scheduling,When do I get paid?,5.0
session_418,2025-04-07 16:10:00,2025-04-07 16:19:00,145.75.32.1,Netherlands,Polish,8,Neutral,Yes,Yes,https://chatbotlogs.com/session_1,2.5,568,0.17,Personal,What should I do if I have a conflict with my manager?,
session_419,2025-04-07 16:51:58,2025-04-07 17:00:58,82.217.56.10,Netherlands,Dutch,8,Positive,Yes,Yes,https://chatbotlogs.com/session_139,2.05,608,0.182,IT Support,How do I report discrimination in the workplace?,
session_420,2025-04-07 17:15:18,2025-04-07 17:25:18,145.75.32.1,Netherlands,Dutch,9,Positive,Yes,No,https://chatbotlogs.com/session_63,2.85,558,0.167,Personal,Can I bring my pet to work?,5.0
session_421,2025-04-07 18:12:28,2025-04-07 18:13:28,82.217.56.10,Netherlands,Polish,2,Neutral,No,No,https://chatbotlogs.com/session_138,2.7,92,0.028,General,Where is the break room?,4.0
session_422,2025-04-07 18:18:16,2025-04-07 18:19:16,37.77.184.22,Netherlands,Dutch,2,Negative,No,No,https://chatbotlogs.com/session_29,2.08,98,0.029,Personal,When do I get paid?,
session_423,2025-04-07 22:28:06,2025-04-07 22:37:06,82.217.56.10,Netherlands,Turkish,11,Positive,Yes,No,https://chatbotlogs.com/session_11,2.54,803,0.241,Scheduling,Can I bring my pet to work?,
session_424,2025-04-08 09:43:23,2025-04-08 09:53:23,82.217.56.10,Netherlands,Dutch,6,Positive,Yes,No,https://chatbotlogs.com/session_65,3.36,336,0.101,Personal,Can you tell me a secret?,4.0
session_425,2025-04-08 11:47:02,2025-04-08 11:48:02,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_168,2.55,50,0.015,HR,Can I bring my pet to work?,3.0
session_426,2025-04-08 18:29:25,2025-04-08 18:38:25,145.75.32.1,Netherlands,Dutch,10,Neutral,Yes,No,https://chatbotlogs.com/session_316,2.98,790,0.237,Scheduling,Can I bring my pet to work?,
session_427,2025-04-08 20:55:06,2025-04-08 20:56:06,145.75.32.1,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_227,2.2,152,0.046,IT Support,Why is the sky blue?,4.0
session_428,2025-04-09 05:20:31,2025-04-09 05:21:31,145.75.32.1,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_128,2.14,146,0.044,IT Support,How do I become a millionaire overnight?,
session_429,2025-04-09 06:04:42,2025-04-09 06:13:42,145.75.32.1,Netherlands,Polish,5,Positive,No,No,https://chatbotlogs.com/session_92,2.4,345,0.104,General,What are the company policies?,3.0
session_430,2025-04-09 10:10:05,2025-04-09 10:19:05,145.75.32.1,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_110,2.7,336,0.101,Scheduling,How do I swap shifts?,
session_431,2025-04-09 10:16:29,2025-04-09 10:25:29,37.77.184.22,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_3,1.62,585,0.176,Personal,How do I contact HR?,1.0
session_432,2025-04-09 12:11:08,2025-04-09 12:12:08,37.77.184.22,Netherlands,Turkish,2,Positive,No,No,https://chatbotlogs.com/session_23,2.15,106,0.032,General,How do I reset my password?,5.0
session_433,2025-04-09 13:01:53,2025-04-09 13:10:53,145.75.32.1,Netherlands,Polish,10,Positive,No,No,https://chatbotlogs.com/session_163,2.12,440,0.132,IT Support,Where can I update my address?,4.0
session_434,2025-04-09 13:59:37,2025-04-09 14:09:37,82.217.56.10,Netherlands,Polish,7,Neutral,No,No,https://chatbotlogs.com/session_218,3.34,371,0.111,Scheduling,Can I request more hours?,4.0
session_435,2025-04-09 14:32:18,2025-04-09 14:33:18,82.217.56.10,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_41,1.9,110,0.033,Scheduling,Who do I contact for IT help?,1.0
session_436,2025-04-09 18:24:39,2025-04-09 18:25:39,37.77.184.22,Netherlands,Moroccan Arabic,1,Negative,Yes,No,https://chatbotlogs.com/session_121,3.38,52,0.016,IT Support,Why is the sky blue?,5.0
session_437,2025-04-10 05:04:55,2025-04-10 05:13:55,82.217.56.10,Netherlands,Dutch,11,Positive,No,No,https://chatbotlogs.com/session_91,1.91,759,0.228,General,Why can’t I log in?,4.0
session_438,2025-04-10 07:06:21,2025-04-10 07:15:21,145.75.32.1,Netherlands,Dutch,7,Positive,Yes,No,https://chatbotlogs.com/session_93,1.95,546,0.164,Personal,What is the meaning of life?,5.0
session_439,2025-04-10 07:22:32,2025-04-10 07:23:32,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_16,2.08,138,0.041,General,What should I do if I have a conflict with my manager?,
session_440,2025-04-10 08:32:09,2025-04-10 08:41:09,145.75.32.1,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_112,2.58,488,0.146,Personal,Can I request more hours?,1.0
session_441,2025-04-10 08:38:46,2025-04-10 08:47:46,145.75.32.1,Netherlands,Dutch,5,Positive,Yes,No,https://chatbotlogs.com/session_128,2.14,380,0.114,IT Support,How do I become a millionaire overnight?,
session_442,2025-04-10 09:05:19,2025-04-10 09:15:19,185.34.56.78,France,English,6,Neutral,Yes,Yes,https://chatbotlogs.com/session_27,1.99,252,0.076,Scheduling,How do I report discrimination in the workplace?,1.0
session_443,2025-04-10 12:21:46,2025-04-10 12:22:46,37.77.184.22,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_38,3.11,150,0.045,IT Support,Can you tell me a secret?,
session_444,2025-04-10 15:19:43,2025-04-10 15:28:43,82.217.56.10,Netherlands,Moroccan Arabic,8,Positive,Yes,No,https://chatbotlogs.com/session_236,2.01,368,0.11,Scheduling,Can I bring my pet to work?,4.0
session_445,2025-04-10 16:59:26,2025-04-10 17:08:26,82.217.56.10,Netherlands,Dutch,11,Positive,Yes,No,https://chatbotlogs.com/session_88,2.63,836,0.251,Personal,What is the meaning of life?,
session_446,2025-04-11 06:33:45,2025-04-11 06:42:45,145.75.32.1,Netherlands,Dutch,10,Positive,No,No,https://chatbotlogs.com/session_6,3.29,470,0.141,Scheduling,Where can I see my schedule?,
session_447,2025-04-11 06:49:28,2025-04-11 06:59:28,82.217.56.10,Netherlands,Dutch,5,Positive,No,No,https://chatbotlogs.com/session_94,2.17,205,0.062,Scheduling,When do I get paid?,1.0
session_448,2025-04-11 09:43:13,2025-04-11 09:44:13,37.77.184.22,Netherlands,Dutch,2,Negative,Yes,No,https://chatbotlogs.com/session_127,3.23,126,0.038,IT Support,What happens if I never log off?,5.0
session_449,2025-04-11 10:02:22,2025-04-11 10:11:22,37.77.184.22,Netherlands,Dutch,8,Positive,No,No,https://chatbotlogs.com/session_116,2.46,560,0.168,Scheduling,Who do I contact for payroll issues?,3.0
session_450,2025-04-11 12:51:03,2025-04-11 12:52:03,82.217.56.10,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_151,1.79,150,0.045,Scheduling,When do I get paid?,5.0
session_451,2025-04-11 16:27:31,2025-04-11 16:36:31,145.75.32.1,Netherlands,Moroccan Arabic,9,Positive,No,No,https://chatbotlogs.com/session_96,2.49,405,0.122,Personal,How do I contact HR?,
session_452,2025-04-11 16:50:18,2025-04-11 16:59:18,37.77.184.22,Netherlands,Dutch,9,Positive,Yes,No,https://chatbotlogs.com/session_222,2.68,450,0.135,Scheduling,Do we have a time machine in the office?,
session_453,2025-04-11 17:53:32,2025-04-11 17:54:32,82.217.56.10,Netherlands,Turkish,2,Positive,Yes,No,https://chatbotlogs.com/session_237,2.96,126,0.038,IT Support,How do I become a millionaire overnight?,2.0
session_454,2025-04-11 20:53:25,2025-04-11 21:03:25,37.77.184.22,Netherlands,Dutch,7,Neutral,Yes,No,https://chatbotlogs.com/session_219,2.44,287,0.086,HR,How do I get infinite vacation days?,5.0
session_455,2025-04-12 07:52:12,2025-04-12 08:01:12,145.75.32.1,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_296,1.63,387,0.116,IT Support,Who do I contact for IT help?,3.0
session_456,2025-04-12 12:00:59,2025-04-12 12:09:59,192.168.1.1,Netherlands,English,5,Neutral,Yes,No,https://chatbotlogs.com/session_256,2.67,390,0.117,Scheduling,Is coffee better than tea?,
session_457,2025-04-12 14:32:57,2025-04-12 14:33:57,37.77.184.22,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_21,2.15,62,0.019,Personal,How do I request leave?,1.0
session_458,2025-04-12 16:11:33,2025-04-12 16:20:33,82.217.56.10,Netherlands,Moroccan Arabic,11,Positive,Yes,Yes,https://chatbotlogs.com/session_109,2.34,528,0.158,IT Support,What should I do if I have a conflict with my manager?,
session_459,2025-04-12 17:12:19,2025-04-12 17:13:19,37.77.184.22,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_3,1.62,92,0.028,Personal,How do I contact HR?,1.0
session_460,2025-04-12 18:17:13,2025-04-12 18:18:13,37.77.184.22,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_125,3.47,82,0.025,Scheduling,How do I request leave?,5.0
session_461,2025-04-12 19:22:18,2025-04-12 19:32:18,145.75.32.1,Netherlands,Dutch,8,Positive,Yes,Yes,https://chatbotlogs.com/session_49,2.51,544,0.163,Scheduling,Can I take unpaid leave for personal reasons?,
session_462,2025-04-13 03:42:51,2025-04-13 03:51:51,37.77.184.22,Netherlands,Dutch,5,Positive,Yes,Yes,https://chatbotlogs.com/session_313,3.36,385,0.115,Personal,How do I file an official grievance against a coworker?,1.0
session_463,2025-04-13 04:54:56,2025-04-13 05:03:56,37.77.184.22,Netherlands,Turkish,7,Positive,Yes,No,https://chatbotlogs.com/session_255,1.59,462,0.139,Scheduling,Why is the sky blue?,1.0
session_464,2025-04-13 08:00:24,2025-04-13 08:10:24,37.77.184.22,Netherlands,Polish,11,Positive,Yes,No,https://chatbotlogs.com/session_48,2.23,638,0.191,General,Is coffee better than tea?,
session_465,2025-04-13 09:01:44,2025-04-13 09:10:44,37.77.184.22,Netherlands,Dutch,10,Negative,No,No,https://chatbotlogs.com/session_155,1.84,450,0.135,IT Support,Can I request more hours?,
session_466,2025-04-13 18:20:13,2025-04-13 18:29:13,82.217.56.10,Netherlands,Dutch,11,Negative,Yes,Yes,https://chatbotlogs.com/session_258,3.48,627,0.188,Scheduling,What is the process for requesting disability accommodations?,1.0
session_467,2025-04-14 08:31:30,2025-04-14 08:40:30,37.77.184.22,Netherlands,Polish,5,Positive,Yes,No,https://chatbotlogs.com/session_48,2.23,355,0.106,General,Is coffee better than tea?,
session_468,2025-04-14 09:11:24,2025-04-14 09:20:24,37.77.184.22,Netherlands,Turkish,10,Positive,No,No,https://chatbotlogs.com/session_153,2.61,470,0.141,IT Support,How do I contact HR?,2.0
session_469,2025-04-14 10:05:31,2025-04-14 10:14:31,82.217.56.10,Netherlands,Dutch,9,Negative,No,No,https://chatbotlogs.com/session_61,1.52,567,0.17,Personal,Why can’t I log in?,
session_470,2025-04-14 12:28:34,2025-04-14 12:29:34,37.77.184.22,Netherlands,Dutch,2,Positive,No,No,https://chatbotlogs.com/session_250,3.24,124,0.037,Scheduling,What are the company policies?,
session_471,2025-04-14 17:54:22,2025-04-14 17:55:22,145.75.32.1,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_161,2.95,126,0.038,IT Support,Who do I talk to about my pension plan options?,
session_472,2025-04-14 18:26:08,2025-04-14 18:35:08,37.77.184.22,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_100,1.63,576,0.173,IT Support,How do I reset my password?,
session_473,2025-04-14 18:48:21,2025-04-14 18:49:21,145.75.32.1,Netherlands,Dutch,2,Negative,No,No,https://chatbotlogs.com/session_193,1.86,96,0.029,IT Support,How do I access my payslip?,4.0
session_474,2025-04-14 19:12:46,2025-04-14 19:21:46,82.217.56.10,Netherlands,Dutch,8,Positive,Yes,No,https://chatbotlogs.com/session_217,2.54,328,0.098,Scheduling,How do I become a millionaire overnight?,1.0
session_475,2025-04-14 20:56:16,2025-04-14 21:06:16,37.77.184.22,Netherlands,Moroccan Arabic,5,Positive,Yes,Yes,https://chatbotlogs.com/session_37,1.68,230,0.069,General,How do I report discrimination in the workplace?,2.0
session_476,2025-04-15 09:21:20,2025-04-15 09:22:20,192.168.1.1,Netherlands,English,2,Positive,No,No,https://chatbotlogs.com/session_192,3.35,108,0.032,Scheduling,How do I contact HR?,
session_477,2025-04-15 14:09:59,2025-04-15 14:18:59,37.77.184.22,Netherlands,Moroccan Arabic,5,Positive,Yes,No,https://chatbotlogs.com/session_121,3.38,230,0.069,Scheduling,Do we have a time machine in the office?,5.0
session_478,2025-04-15 16:31:05,2025-04-15 16:41:05,82.217.56.10,Netherlands,Dutch,8,Negative,No,No,https://chatbotlogs.com/session_249,2.09,432,0.13,IT Support,How do I access my payslip?,
session_479,2025-04-15 17:40:50,2025-04-15 17:49:50,82.217.56.10,Netherlands,Dutch,6,Positive,Yes,No,https://chatbotlogs.com/session_317,2.16,294,0.088,HR,Can I bring my pet to work?,
session_480,2025-04-15 19:28:31,2025-04-15 19:37:31,37.77.184.22,Netherlands,Moroccan Arabic,5,Negative,Yes,No,https://chatbotlogs.com/session_121,3.38,355,0.106,IT Support,Why is the sky blue?,5.0
session_481,2025-04-16 01:05:43,2025-04-16 01:06:43,37.77.184.22,Netherlands,Dutch,2,Neutral,No,No,https://chatbotlogs.com/session_188,2.17,152,0.046,Scheduling,Who do I contact for payroll issues?,1.0
session_482,2025-04-16 07:53:44,2025-04-16 07:54:44,82.217.56.10,Netherlands,Turkish,1,Positive,Yes,No,https://chatbotlogs.com/session_11,2.54,66,0.02,Scheduling,Can I bring my pet to work?,
session_483,2025-04-16 11:00:48,2025-04-16 11:09:48,37.77.184.22,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_285,2.73,468,0.14,Personal,Can I request more hours?,1.0
session_484,2025-04-16 15:39:01,2025-04-16 15:48:01,145.75.32.1,Netherlands,Polish,5,Positive,Yes,Yes,https://chatbotlogs.com/session_182,2.25,305,0.092,General,What is the process for requesting disability accommodations?,4.0
session_485,2025-04-16 18:23:02,2025-04-16 18:24:02,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,No,https://chatbotlogs.com/session_114,3.11,130,0.039,Scheduling,How do I get infinite vacation days?,5.0
session_486,2025-04-16 18:31:14,2025-04-16 18:40:14,145.75.32.1,Netherlands,Dutch,6,Positive,Yes,No,https://chatbotlogs.com/session_202,2.65,366,0.11,IT Support,What happens if I never log off?,1.0
session_487,2025-04-16 22:00:40,2025-04-16 22:09:40,82.217.56.10,Netherlands,Polish,11,Neutral,No,No,https://chatbotlogs.com/session_70,1.69,770,0.231,Personal,Where can I see my schedule?,3.0
session_488,2025-04-17 07:44:58,2025-04-17 07:53:58,82.217.56.10,Netherlands,Dutch,7,Negative,No,No,https://chatbotlogs.com/session_148,3.27,476,0.143,IT Support,Where can I update my address?,2.0
session_489,2025-04-17 08:50:15,2025-04-17 08:51:15,185.34.56.78,France,German,1,Positive,No,No,https://chatbotlogs.com/session_169,2.84,57,0.017,IT Support,What are the company policies?,5.0
session_490,2025-04-17 09:46:11,2025-04-17 09:47:11,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,Yes,https://chatbotlogs.com/session_18,2.69,74,0.022,IT Support,What are my legal rights if I am terminated?,
session_491,2025-04-17 10:14:57,2025-04-17 10:24:57,37.77.184.22,Netherlands,Dutch,8,Neutral,No,No,https://chatbotlogs.com/session_108,3.49,568,0.17,Personal,Where can I see my schedule?,
session_492,2025-04-17 14:54:34,2025-04-17 15:03:34,37.77.184.22,Netherlands,Dutch,10,Positive,Yes,No,https://chatbotlogs.com/session_34,3.41,420,0.126,General,What happens if I never log off?,
session_493,2025-04-17 16:37:57,2025-04-17 16:46:57,37.77.184.22,Netherlands,Polish,6,Positive,Yes,No,https://chatbotlogs.com/session_48,2.23,390,0.117,IT Support,Is coffee better than tea?,2.0
session_494,2025-04-17 17:33:07,2025-04-17 17:34:07,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_114,3.11,132,0.04,IT Support,How do I report discrimination in the workplace?,3.0
session_495,2025-04-17 18:26:33,2025-04-17 18:36:33,37.77.184.22,Netherlands,Dutch,7,Negative,No,No,https://chatbotlogs.com/session_83,3.13,301,0.09,Personal,Where can I update my address?,1.0
session_496,2025-04-17 18:27:03,2025-04-17 18:28:03,37.77.184.22,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_97,2.79,51,0.015,General,How do I swap shifts?,2.0
session_497,2025-04-18 10:49:18,2025-04-18 10:58:18,145.75.32.1,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_50,1.99,432,0.13,Personal,How do I contact HR?,
session_498,2025-04-18 15:11:50,2025-04-18 15:21:50,82.217.56.10,Netherlands,Dutch,10,Positive,Yes,Yes,https://chatbotlogs.com/session_124,2.03,540,0.162,Scheduling,What is the process for requesting disability accommodations?,
session_499,2025-04-19 08:28:57,2025-04-19 08:37:57,37.77.184.22,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_28,2.83,414,0.124,IT Support,How do I request leave?,4.0
session_500,2025-04-19 08:32:39,2025-04-19 08:33:39,82.217.56.10,Netherlands,Dutch,2,Negative,No,No,https://chatbotlogs.com/session_226,1.93,96,0.029,IT Support,How do I swap shifts?,5.0
session_501,2025-04-19 10:11:26,2025-04-19 10:20:26,82.217.56.10,Netherlands,Polish,9,Neutral,No,No,https://chatbotlogs.com/session_138,2.7,657,0.197,General,Where is the break room?,4.0
session_502,2025-04-19 13:48:45,2025-04-19 13:49:45,82.217.56.10,Netherlands,Dutch,1,Positive,No,No,https://chatbotlogs.com/session_147,3.29,62,0.019,Scheduling,How do I request leave?,5.0
session_503,2025-04-20 05:13:36,2025-04-20 05:14:36,145.75.32.1,Netherlands,Dutch,1,Neutral,Yes,No,https://chatbotlogs.com/session_2,2.36,56,0.017,IT Support,Do we have a time machine in the office?,
session_504,2025-04-20 05:33:20,2025-04-20 05:34:20,82.217.56.10,Netherlands,Dutch,2,Positive,Yes,Yes,https://chatbotlogs.com/session_139,2.05,114,0.034,Scheduling,How do I file an official grievance against a coworker?,
session_505,2025-04-20 06:53:22,2025-04-20 07:02:22,145.75.32.1,Netherlands,Dutch,7,Neutral,No,No,https://chatbotlogs.com/session_143,3.39,490,0.147,IT Support,How do I access my payslip?,
session_506,2025-04-20 09:26:09,2025-04-20 09:36:09,37.77.184.22,Netherlands,Dutch,9,Positive,No,No,https://chatbotlogs.com/session_69,2.47,540,0.162,Scheduling,How do I contact HR?,2.0
session_507,2025-04-20 16:27:13,2025-04-20 16:36:13,145.75.32.1,Netherlands,Moroccan Arabic,11,Positive,No,No,https://chatbotlogs.com/session_96,2.49,869,0.261,Personal,How do I contact HR?,
session_508,2025-04-20 17:26:48,2025-04-20 17:27:48,145.75.32.1,Netherlands,Polish,1,Positive,No,No,https://chatbotlogs.com/session_203,2.14,69,0.021,Scheduling,How do I access my payslip?,
session_509,2025-04-20 20:25:19,2025-04-20 20:34:19,37.77.184.22,Netherlands,Polish,6,Positive,Yes,No,https://chatbotlogs.com/session_20,2.93,318,0.095,Personal,Why is the sky blue?,
session_510,2025-04-21 06:34:34,2025-04-21 06:43:34,145.75.32.1,Netherlands,Dutch,6,Neutral,No,No,https://chatbotlogs.com/session_90,2.98,402,0.121,Personal,Who do I contact for payroll issues?,
session_511,2025-04-21 09:31:10,2025-04-21 09:40:10,37.77.184.22,Netherlands,Dutch,10,Neutral,No,No,https://chatbotlogs.com/session_248,3.01,450,0.135,HR,How do I reset my password?,1.0
session_512,2025-04-21 13:27:53,2025-04-21 13:36:53,37.77.184.22,Netherlands,Dutch,7,Positive,Yes,No,https://chatbotlogs.com/session_231,2.05,385,0.115,IT Support,What happens if I never log off?,
session_513,2025-04-21 15:20:28,2025-04-21 15:21:28,37.77.184.22,Netherlands,Dutch,1,Positive,Yes,No,https://chatbotlogs.com/session_10,1.81,58,0.017,Personal,Why is the sky blue?,5.0
session_514,2025-04-21 16:01:56,2025-04-21 16:11:56,82.217.56.10,Netherlands,Dutch,11,Neutral,Yes,No,https://chatbotlogs.com/session_47,3.05,605,0.182,Scheduling,Why is the sky blue?,
session_515,2025-04-21 17:06:17,2025-04-21 17:15:17,145.75.32.1,Netherlands,Dutch,7,Positive,No,No,https://chatbotlogs.com/session_232,2.27,427,0.128,IT Support,What are the sick leave policies?,5.0
session_516,2025-04-21 18:33:06,2025-04-21 18:42:06,82.217.56.10,Netherlands,Dutch,11,Positive,Yes,No,https://chatbotlogs.com/session_133,2.19,759,0.228,Scheduling,How do I get infinite vacation days?,1.0
session_517,2025-04-22 10:16:01,2025-04-22 10:25:01,37.77.184.22,Netherlands,Dutch,6,Positive,Yes,No,https://chatbotlogs.com/session_126,3.49,354,0.106,IT Support,Why is the sky blue?,
session_518,2025-04-22 10:27:42,2025-04-22 10:37:42,145.75.32.1,Netherlands,Dutch,9,Positive,Yes,No,https://chatbotlogs.com/session_180,3.2,648,0.194,Scheduling,How do I become a millionaire overnight?,
session_519,2025-04-22 14:59:06,2025-04-22 15:08:06,82.217.56.10,Netherlands,Dutch,11,Neutral,Yes,No,https://chatbotlogs.com/session_87,1.74,858,0.257,IT Support,Can you tell me a secret?,
session_520,2025-04-22 15:57:35,2025-04-22 16:06:35,37.77.184.22,Netherlands,Dutch,6,Positive,No,No,https://chatbotlogs.com/session_66,3.34,390,0.117,General,How do I swap shifts?,
session_521,2025-04-22 16:29:29,2025-04-22 16:38:29,37.77.184.22,Netherlands,Dutch,8,Positive,Yes,No,https://chatbotlogs.com/session_10,1.81,592,0.178,Personal,Why is the sky blue?,5.0
session_522,2025-04-22 16:48:39,2025-04-22 16:58:39,82.217.56.10,Netherlands,Dutch,5,Neutral,No,No,https://chatbotlogs.com/session_249,2.09,355,0.106,Scheduling,How do I access my payslip?,
session_523,2025-04-22 17:54:43,2025-04-22 18:04:43,37.77.184.22,Netherlands,Dutch,10,Positive,No,No,https://chatbotlogs.com/session_314,2.97,490,0.147,IT Support,How do I access my payslip?,4.0
session_524,2025-04-22 18:54:03,2025-04-22 18:55:03,37.77.184.22,Netherlands,Dutch,1,Neutral,Yes,No,https://chatbotlogs.com/session_141,3.37,70,0.021,Scheduling,Can I bring my pet to work?,1.0
session_525,2025-04-22 22:20:53,2025-04-22 22:29:53,192.168.1.1,Netherlands,French,9,Positive,Yes,Yes,https://chatbotlogs.com/session_253,2.12,522,0.157,General,What are my legal rights if I am terminated?,1.0
